chunk_id,doc_id,chunk_text,position,token_len,title,topics,relative_dir,filename,source,url,published_at
694b71e89a3610f494f12fa271caa56e542eee92,82ffe9f7e4bb22410c54a39dbba219cea0e1882e,"[1-0-1. 학교법인 동국대학교 정관(2025.08.05.).hwp]

정 관(2025.
08.
05.
개정)학교법인 동국대학교 학교법인 동국대학교 정관 제 1 장 총 칙 제1조(목적)이 법인은 대한민국의 교육이념에 입각하여 불교적 인격도야를 통한 고등교육․중등교육․초등교육.
유아교육․기술교육을 실시함을 목적으로 한다. <개정 ’97.
03.
01> 제2조(명칭)이 법인은 학교법인 동국대학교(이하 ""법인""이라 한다. )라 한다. <개정 ’04.
06.
12> 제3조(설치학교)이 법인은 제1조의 목적을 달성하기 위하여 다음 각 호의 학교를 설치․경영한다.
1.
동국대학교 2.
동국대학교사범대학부속고등학교 3.
동국대학교사범대학부속가람고등학교<개정 ’05.
04.
28, ‘24.
12.
03> 4.
동국대학교사범대학부속금산고등학교<개정 ’04.
04.
03, ’05.
11.
21> 5.
동국대학교사범대학부속영석고등학교<신설 ’11.
01.
10> 6.
동국대학교사범대학부속선화여자고등학교<신설 ’22.
08.
10> 7.
동국대학교사범대학부속중학교<개정 ’11.
01.
10, ’22.
08.
08> 8.
동국대학교사범대학부속가람중학교<개정 ’05.
04.
28, ’11.
01.
10, ’22.
08.
08, ‘24.
12.
03> 9.
동국대학교사범대학부속금산중학교<개정 ’04.
40.
03, ’05.
11.
21, ’11.
01.
10, ’22.
08.
08> 10.
동국대학교사범대학부속홍제중학교<개정 ’05.
11.
21, ’11.
01.
10, ’22.
08.
08> 11.
은석초등학교<개정 ’96.
03.
01, ’11.
01.
10, ’22.
08.
08> 12.
동국대학교부",0,148,1-0-1. 학교법인 동국대학교 정관(2025.08.05.).hwp,규정,제1편_학교법인,1-0-1. 학교법인 동국대학교 정관(2025.08.05.).hwp,rules,,
ccef887bd78021a9d5103a6bcf7105744ae1b302,82ffe9f7e4bb22410c54a39dbba219cea0e1882e,"[1-0-1. 학교법인 동국대학교 정관(2025.08.05.).hwp]

대학교사범대학부속홍제중학교<개정 ’05.
11.
21, ’11.
01.
10, ’22.
08.
08> 11.
은석초등학교<개정 ’96.
03.
01, ’11.
01.
10, ’22.
08.
08> 12.
동국대학교부속유치원<신설 ’97.
03.
01, 개정 ’98.
05.
19, ’11.
01.
10, ’22.
08.
08> 제4조(주소)이 법인의 사무소는 서울특별시 중구 필동로 1길 30번지에 둔다. <개정 ‘22.
11.
22> 제5조(정관의 변경)이 법인의 정관의 변경은 이사정수의 3분의2이상 찬성으로 이사회의 의결을 거쳐",1,64,1-0-1. 학교법인 동국대학교 정관(2025.08.05.).hwp,규정,제1편_학교법인,1-0-1. 학교법인 동국대학교 정관(2025.08.05.).hwp,rules,,
66f0d21d1fc1c30c6a6ecfd7a8cb5f1375f159ea,caec84d99a09f6c7f429beb4060a9837fa09d748,"[1-0-10. 건학위원회 자문단 운영규정(2022.7.12.).hwp]

건학위원회 자문단 운영규정 제1조(목적)이 규정은 건학위원회규정 제8조 제4항에 의거하여 건학위원회 자문단(이하 ‘자문단’)구성 및 운영 등에 관한 사항을 규정함을 목적으로 한다.
제2조(기능)① 자문단은 다음 각 호의 사항을 심의한다.
1.
건학위원회 상임위원회에서 요청한 자문사항 2.
건학위원회 발전을 위한 기금 조성 및 협력 3.
동문기업 및 주요 기업 취업연계 4.
건학위원회 주요 현안 공유 및 동국발전을 위한 제언 ② 제1항에서 규정한 사항 외에 자문단 운영에 필요한 사항은 의결을 거쳐 정한다.
제3조(구성)자문단은 종회의원, 각급 종정기관 위원, 포교 신도단체 대표자, 명망있는 사회 지도층 불자 등 중에서 다음 각 호와 같이 구성한다.
1.
자문단장(이하 ‘단장’)2.
자문위원(이하 ‘위원’)제4조(위원의 위촉)① 단장은 위원들의 호선으로 선출한다. ② 위원은 건학위원회 최고위원회의 의결로 위촉한다.
제5조(임기)단장 및 위원의 임기는 3년으로 하며 연임할 수 있다.
다만, 보직자인 경우 임기는 건학위원회 규정 제16조에 따라 보직기간으로 한다.
제6조(회의)① 자문단의 회의는 정기회의와 임시회의로 구분한다. ② 정기회의는 연 1회 이상 개최하는 것을 원칙으로 하되 운영상 필요에 따라 조정할 수 있다. ③ 임시회의는 자문사항이 발생할 경우 혹은 상임위원회 위원장이 요청할 경우 수시로 개최할 수 있다. ④ 회의를 소집하고자 할 때에는 회의 시작 3일전에 회의의 목적을 명시하여 단장 및 위원에게 통보하여야 한다.
제7조(회의소집과 의결)① 자문단 회의는 상임위원회 위원장이 소집하며 그 의장이 된다. ②",0,187,1-0-10. 건학위원회 자문단 운영규정(2022.7.12.).hwp,규정,제1편_학교법인,1-0-10. 건학위원회 자문단 운영규정(2022.7.12.).hwp,rules,,
831562042dc4b613d25b9b89f8419963928a133c,caec84d99a09f6c7f429beb4060a9837fa09d748,"[1-0-10. 건학위원회 자문단 운영규정(2022.7.12.).hwp]

할 수 있다. ④ 회의를 소집하고자 할 때에는 회의 시작 3일전에 회의의 목적을 명시하여 단장 및 위원에게 통보하여야 한다.
제7조(회의소집과 의결)① 자문단 회의는 상임위원회 위원장이 소집하며 그 의장이 된다. ② 회의는 상임위원회 위원장 포함 재적위원 과반수의 출석으로 개회하고, 출석위원 과반수의 찬성으로 의결한다.
다만, 가부동수인 경우에는 의장이 결정권을 갖는다. ③ 위원은 회의에 불참 시 위임장을 제출하여 의장에게 의결권한을 위임할 수 있다.
이 경우 해당 위원의 출석으로 간주한다. ④ 필요할 경우 건",1,74,1-0-10. 건학위원회 자문단 운영규정(2022.7.12.).hwp,규정,제1편_학교법인,1-0-10. 건학위원회 자문단 운영규정(2022.7.12.).hwp,rules,,
29bcde9cdc7b2f4c8b7bc9a52c60bec8ad7a423a,7d2248c267bdbb1afd45a7d181e5df4a2d46c0b1,"[1-0-11. 법인직원인사위원회규정.hwp]

법인직원인사위원회규정 제1조(목적)이 규정은 본 법인에 설치하는 직원인사위원회(이하 ""위원회"")의 구성, 기능 및 운영에 관한 사항을 정한다.
제2조(구성)① 위원회는 위원장 1인과 5인 내외의 위원으로 구성한다. ② 위원장은 이사장이 본 법인 이사 중 1인을 위촉한다. ③ 위원은 건학위원회 사무총장, 법인 사무처장을 당연직 위원으로 하고, 이사장이 본 법인 임원 가운데 별도로 위촉하는 약간인으로 구성한다.
위촉직 위원 1명은 부위원장으로 이사장이 임명한다. ④ 위원회의 서무를 처리하기 위해 간사와 서기 각 1인을 둘 수 있다.
제3조(임기)위원의 임기는 당연직은 보직기간으로 하며, 위촉직은 2년으로 하되 임원의 재임기간으로 한 한다.
제4조(회의의 소집 및 의결)① 위원회는 위원장이 소집한다. ② 위원회는 재적위원 과반수의 출석으로 개회하고 출석위원 과반수의 찬성으로 의결한다.
단, 가부동수인 경우에는 위원장이 결정권을 갖는다.
제6조(심의사항)위원회는 다음 사항을 심의한다.
1.
법인사무처 직원의 신규채용 계획 2.
법인사무처 직원의 인사에 관한 사항(승진, 파견, 무기계약직 전환 등)3.
기타 이사장의 자문이 필요하다고 인정되거나, 위 각 호에 부수되는 사항 제7조(준칙)이 규정에서 정하지 않은 사항은 위원회의 의결을 거쳐 위원장이 정한다.
부 칙(2023.
06.
22 제정)이 규정은 2023년 6월 22일부터 시행한다.",0,154,1-0-11. 법인직원인사위원회규정.hwp,규정,제1편_학교법인,1-0-11. 법인직원인사위원회규정.hwp,rules,,
ccaf5331d74b8185281771a48dc03702732778ae,a8f4093efa2f5a62447a96f90b5cb1a6036ca081,"[1-0-12. 학교법인 동국대학교 임원 및 교직원 행동강령(2023.12.1.).hwp]

학교법인 동국대학교 임원 및 교직원 행동강령 제1장 총칙 제1조(목적)이 행동강령은 「사립학교법」 제72조의5 및 「학교법인 동국대학교 정관」 제128조에 따라 학교법인 동국대학교(이하“법인”이라고 한다)소속 임원 및 교직원이 준수하여야 할 행동의 기준을 규정하는 것을 목적으로 한다.
제2조(정의)이 행동강령(이하“강령”이라 한다)에서 사용하는 용어의 뜻은 다음과 같다.
1. “임원”이란 「법인 정관」 제24조에 따라 선임된 임원을 말한다.
2. “교직원”이란 법인과 소속 학교에 근무하는 교원 및 직원을 말한다.
3. “직무관련자”란 다음 각 목의 어느 하나에 해당하는 개인 또는 단체를 말한다.
가.
이사장(소속 학교의 장)과 계약을 체결하거나 체결하려는 것이 명백한 개인· 법인 또는 단체 나.
이사장(소속 학교의 장)의 정책· 사업 등의 결정 또는 집행으로 이익 또는 불이익을 직접적으로 받는 개인· 법인 또는 단체 4. “직무관련 임원 및 교직원”이란 임원 및 교직원의 직무수행과 관련하여 이익 또는 불이익을 직접적으로 받는 다른 임원 및 교직원 중 다음 각 목의 어느 하나에 해당하는 임원 및 교직원을 말한다.
가.
임원 및 교직원의 소관업무와 관련하여 직무상 명령을 받는 하급자 나.
인사· 예산· 감사· 상훈 또는 평가 등의 직무 수행 결과에 영향을 받는 임원 및 교직원 4. “금품등”이란 다음 각 목의 어느 하나에 해당하는 것을 말한다.
가.
금전, 유가증권, 부동산, 물품, 숙박권, 회원권, 입장권, 할인권, 초대권, 관람권, 부동산 등의 사용권 등 일체의 재산적 이익 나.
음식물· 주류· 골프 등의 접",0,200,1-0-12. 학교법인 동국대학교 임원 및 교직원 행동강령(2023.12.1.).hwp,규정,제1편_학교법인,1-0-12. 학교법인 동국대학교 임원 및 교직원 행동강령(2023.12.1.).hwp,rules,,
b578977b280beb81a8a9ed2a3b22c78c5770b2eb,a8f4093efa2f5a62447a96f90b5cb1a6036ca081,"[1-0-12. 학교법인 동국대학교 임원 및 교직원 행동강령(2023.12.1.).hwp]

각 목의 어느 하나에 해당하는 것을 말한다.
가.
금전, 유가증권, 부동산, 물품, 숙박권, 회원권, 입장권, 할인권, 초대권, 관람권, 부동산 등의 사용권 등 일체의 재산적 이익 나.
음식물· 주류· 골프 등의 접대· 향응 또는 교통· 숙박 등의 편의 제공 다.
채무 면제, 취업 제공, 이권 부여 등 그 밖의 유형· 무형의 경제적 이익 제3조(적용범위)이 강령은 법인과 소속 학교에 속한 모든 임원 및 교직원에게 적용한다.
제2장 공정한 직무수행 제4조(사적 이해관계의 신고 등)① 임원 및 교직원은 다",1,81,1-0-12. 학교법인 동국대학교 임원 및 교직원 행동강령(2023.12.1.).hwp,규정,제1편_학교법인,1-0-12. 학교법인 동국대학교 임원 및 교직원 행동강령(2023.12.1.).hwp,rules,,
5445770863f936ce9616f4de4014575d4f1c2587,b4f3205881f98758e62590471d1052e00f5d4520,"[1-0-2. 정관시행세칙(2025.08.05).hwp]

정관시행세칙(2025.
08.
05.
개정)학교법인 동국대학교 학교법인 동국대학교 정관시행세칙 제 1 장 총 칙 제1조(목적)이 세칙은 학교법인 동국대학교 정관 제119조에 의거 정관을 시행하는데 필요한 사항을 규정함을 목적으로 한다.
제2조(적용)이 세칙은 학교법인 동국대학교와 대학교, 고등학교, 중학교, 초등학교, 유치원, 법인 부속기관 및 수익사업체 등의 산하기관(이하 ""법인 및 각 기관""이라 칭함)에 적용한다. <개정 ’15.
02.
23> 제 2 장 건학위원회 <신설 ’21.
02.
09> 제3조(목적)법인은 학교법인 정관 제1조에 의거 우리 법인 및 법인산하 대학교, 유치원, 초․중․고등학교, 대학부속병원 등 각급학교와 기관의 건학이념을 구현하기 위해 건학위원회를 둔다. [본조 신설 ’21.
02.
09] 제3조의2(운영)건학위원회의 조직 및 기능, 운영에 관하여 필요한 제규정 신설 등의 사항은 이사장이 따로 정한다. [본조 신설 ’21.
02.
09] 제3조의3(사무)건학위원회의 사무는 법인사무처가 담당한다. [본조 신설 ’21.
02.
09] 제 3 장 분과위원회 <개정 ’21.
02.
09> 제4조(종류)법인의 효율적 운영을 위하여 이사회에 교육위원회, 의료위원회 등의 분과위원회(이하 ""위원회"" 라 칭함)를 둔다.
다만, 필요한 경우 이사회의 결의에 따라 특별위원회를 둘 수 있다. <개정 ’05.
02.
18, ’06.
12.
29> 제5조(기능)위원회는 다음 각 호의 사항 가운데 이사회에서 위임하거나 이사장이 요청한 사항에 대해 연구 및 심의․의결한다. <개정 ’05.
02.
18, ’06.",0,174,1-0-2. 정관시행세칙(2025.08.05).hwp,규정,제1편_학교법인,1-0-2. 정관시행세칙(2025.08.05).hwp,rules,,
74ef8d09bd025ed568c4fb2ea8751f4a70500842,b4f3205881f98758e62590471d1052e00f5d4520,"[1-0-2. 정관시행세칙(2025.08.05).hwp]

<개정 ’05.
02.
18, ’06.
12.
29> 제5조(기능)위원회는 다음 각 호의 사항 가운데 이사회에서 위임하거나 이사장이 요청한 사항에 대해 연구 및 심의․의결한다. <개정 ’05.
02.
18, ’06.
12.
20> ① 교육위원회<개정 ’05.
02.
18> 1.
학교의 학과․대학 및 대학원의 신설과 폐지, 학생정원의 조정 등에 관한 사항<개정 ’05.
02.
18> 2.
학교의 조직 및 인력 운영에 관한 사항<개정 ’05.
02.
18> 3.
학교의 예산 및 결산의 축조심의에 관한",1,69,1-0-2. 정관시행세칙(2025.08.05).hwp,규정,제1편_학교법인,1-0-2. 정관시행세칙(2025.08.05).hwp,rules,,
e18ce5970a38907b688ead369bf50b7eaa8b54c0,740db74cd688350a9b72115c36c6dce06b791202,"[1-0-4. 중등학교 교원 신규임용 및 전보에 관한 규정(2022.11.22).hwp]

중등학교교원신규임용및전보에관한규정 제 1 장 총 칙 제1조(목적)이 규정은 우리 법인 정관시행세칙 제22조에 의거 학교법인 산하 중등학교 교원인사의 신뢰성과 합리성을 확보하기 위해 신규임용과 전보 인사의 시행에 관한 사항을 규정함을 목적으로 한다.
제2조(적용범위)이 규정은 우리 법인 산하 중학교와 고등학교의 정규 교원에게 적용한다.
다만, 필요한 경우 그 범위를 확대할 수 있다.
제 2 장 중등학교 교원인사자문위원회 제3조(위원회의 구성)①우리 법인 산하 중학교와 고등학교 교원의 인사에 관한 중요사항을 자문하기 위하여 중등학교 교원인사자문위원회(이하 ‘위원회’라 한다)를 둔다. ② 위원회는 위원장 1명과 약간명의 위원으로 구성한다. ③ 위원회의 위원은 상임이사, 법인사무처장, 동대부속중․고, 동대부속여중․고, 동대부속금산중․고, 동대부속영석고, 동대부속선화여고 및 동대부속홍제중 교장으로 하며, 임기는 해당직위 임용기간으로 한다. <개정 ‘07.
3.
29, ‘13.
11.
28, ‘22.
11.
22> ④ 상임이사가 공석일 때에는 교육위원회 위원장이 위원이 된다. <신설 ‘13.
11.
28> ⑤ 위원장은 상임이사 또는 교육위원회 위원장이 겸임한다. <신설 ‘07.
3.
29, 개정 ‘13.
11.
28> ⑥ 위원회의 사무는 법인사무처 총무부에서 관장한다.
제4조(위원회의 기능)위원회는 다음 각 호의 사항에 대해 자문한다.
1.
교원 신규임용과 관련한 사항 2.
교원 전보와 관련한 사항 3.
기타 이사장이 회부하는 사항 제5조(위원회의 회의)①회의는 위원장이 소집한다. ②위원회는 재적위원 과반수의 출석으로",0,177,1-0-4. 중등학교 교원 신규임용 및 전보에 관한 규정(2022.11.22).hwp,규정,제1편_학교법인,1-0-4. 중등학교 교원 신규임용 및 전보에 관한 규정(2022.11.22).hwp,rules,,
