chunk_id,chunk_text,title,topics,published_at,url,attachments,source,notice_id
90477e919b48c7d8fd85ce337a6cbbbc978e3910,"[2025-2학기 주거안정장학금 지급요청서(11월분) 제출 안내(~12/8(월)까지)]

2025학년도 2학기 주거안정장학금에 선발된 학생을 대상으로 11월분 주거안정장학금 지급을 위해 한국장학재단 지급요청서 제출사항을 다음과 같이 안내하오니 기한 내 제출하시기 바랍니다.
2025.
8월에 공지한 주거안정장학금 우선지원 및 지원제외 기준 안내에 따라 기한 내 지급요청서 미제출자의 경우 장학금 지급이 불가합니다.
제출기한: 2025.
12.
08. (월)까지 제출사항: 지급요청서 – 한국장학재단 홈페이지/ 모바일에서 작성(붙임 학생매뉴얼 참조)장학금 지급일자: 2025.
12.",2025-2학기 주거안정장학금 지급요청서(11월분) 제출 안내(~12/8(월)까지),장학공지,2025-11-25,https://www.dongguk.edu/article/JANGHAKNOTICE/detail/26762681,"[{'name': '(학생용)지급요청서 작성 매뉴얼.pdf', 'url': 'https://www.dongguk.edu/cmmn/fileDown.do?filename=%28%ED%95%99%EC%83%9D%EC%9A%A9%29%EC%A7%80%EA%B8%89%EC%9A%94%EC%B2%AD%EC%84%9C%20%EC%9E%91%EC%84%B1%20%EB%A7%A4%EB%89%B4%EC%96%BC.pdf&filepath=/files/article/JANGHAKNOTICE/26762681/&filerealname=7F10EE80E0DB4450B006B427C07A69DD.pdf'}]",notices,1
f9ed9a8aac20031d571907821d324b7ca3867f03,"[2025-2학기 주거안정장학금 지급요청서(11월분) 제출 안내(~12/8(월)까지)]

16",2025-2학기 주거안정장학금 지급요청서(11월분) 제출 안내(~12/8(월)까지),장학공지,2025-11-25,https://www.dongguk.edu/article/JANGHAKNOTICE/detail/26762681,"[{'name': '(학생용)지급요청서 작성 매뉴얼.pdf', 'url': 'https://www.dongguk.edu/cmmn/fileDown.do?filename=%28%ED%95%99%EC%83%9D%EC%9A%A9%29%EC%A7%80%EA%B8%89%EC%9A%94%EC%B2%AD%EC%84%9C%20%EC%9E%91%EC%84%B1%20%EB%A7%A4%EB%89%B4%EC%96%BC.pdf&filepath=/files/article/JANGHAKNOTICE/26762681/&filerealname=7F10EE80E0DB4450B006B427C07A69DD.pdf'}]",notices,1
365317fd3048a43f3f32fda6c003bcaa9ac6ea02,"[2025-2학기 주거안정장학금 지급요청서(11월분) 제출 안내(~12/8(월)까지)]

. (화)예정 구분 1학기 계절학기 2학기 계절학기 해당 월 3월분 4월분 5월분 6월분 7월 9월분 10월분 11월분 12월분 1월 지급 월 4월 5월 6월 7월 8월 10월 11월 12월 1월 2월 - 월별 지급을 원칙으로 하며, 직전 월 검토 후 다음달 지급 예정 - 회계마감일정 준수를 위해 ‘ 계절학기 ’ 주거안정장학금 신청기한은 별도 공지 예정 - 그 외 부득이한 사정 발생 시, 미리 공지하고 지급시기 조정 가능함 - 이외의 사항은 한국장학재단 업무처리 기준에 따름 문의사항: 한국장학재단 1599-2000 [ 참고사항 ]",2025-2학기 주거안정장학금 지급요청서(11월분) 제출 안내(~12/8(월)까지),장학공지,2025-11-25,https://www.dongguk.edu/article/JANGHAKNOTICE/detail/26762681,"[{'name': '(학생용)지급요청서 작성 매뉴얼.pdf', 'url': 'https://www.dongguk.edu/cmmn/fileDown.do?filename=%28%ED%95%99%EC%83%9D%EC%9A%A9%29%EC%A7%80%EA%B8%89%EC%9A%94%EC%B2%AD%EC%84%9C%20%EC%9E%91%EC%84%B1%20%EB%A7%A4%EB%89%B4%EC%96%BC.pdf&filepath=/files/article/JANGHAKNOTICE/26762681/&filerealname=7F10EE80E0DB4450B006B427C07A69DD.pdf'}]",notices,1
af527128b7e923c1f69751d6d3ee27e88da65a59,"[2025-2학기 주거안정장학금 지급요청서(11월분) 제출 안내(~12/8(월)까지)]

공지하고 지급시기 조정 가능함 - 이외의 사항은 한국장학재단 업무처리 기준에 따름 문의사항: 한국장학재단 1599-2000 [ 참고사항 ] 주거안정장학금 우선지원 및 지원제외기준 우선지원 기준 지원제외기준 1)학자금 지원구간이 낮은 학생 2)성적기준(순서대로 적용)가)직전학기 평점평균이 높은 학생 나)직전학기 취득학점이 높은 학생 다)총 평점평균이 높은 학생 라)총 취득학점이 높은 학생 3)연소자순(주민등록상 나이 기준)4)정규학기 재학생(초과학기생 후순위)※ 단, 우선선발기준은 주거안정장학금 예산 초과하는 선발자 발생시에만 적용",2025-2학기 주거안정장학금 지급요청서(11월분) 제출 안내(~12/8(월)까지),장학공지,2025-11-25,https://www.dongguk.edu/article/JANGHAKNOTICE/detail/26762681,"[{'name': '(학생용)지급요청서 작성 매뉴얼.pdf', 'url': 'https://www.dongguk.edu/cmmn/fileDown.do?filename=%28%ED%95%99%EC%83%9D%EC%9A%A9%29%EC%A7%80%EA%B8%89%EC%9A%94%EC%B2%AD%EC%84%9C%20%EC%9E%91%EC%84%B1%20%EB%A7%A4%EB%89%B4%EC%96%BC.pdf&filepath=/files/article/JANGHAKNOTICE/26762681/&filerealname=7F10EE80E0DB4450B006B427C07A69DD.pdf'}]",notices,1
abf480d47fc12853afb0957d749540f90a5fc143,"[2025-2학기 주거안정장학금 지급요청서(11월분) 제출 안내(~12/8(월)까지)]

나이 기준)4)정규학기 재학생(초과학기생 후순위)※ 단, 우선선발기준은 주거안정장학금 예산 초과하는 선발자 발생시에만 적용 학기 개시일 이후 학적변동 발생자 계절학기 수강생의 2월, 8월분 주거 비용 계절학기 수강생 중 수강취소자, 중도취소 환불자 및 온라인 수강자 해당학기 신입생 기숙사비 장학대상자 지정한 기한 내 지급요청서 미제출자, 장학생 서약서 미서약자 그 외 장학사업 목적과 취지에 반하는 사유 발생한 경우 ※ 계절학기 현장실습, 인턴쉽, 봉사활동 및 타교 학점교류는 인정 불가(장학금 지급 제외)",2025-2학기 주거안정장학금 지급요청서(11월분) 제출 안내(~12/8(월)까지),장학공지,2025-11-25,https://www.dongguk.edu/article/JANGHAKNOTICE/detail/26762681,"[{'name': '(학생용)지급요청서 작성 매뉴얼.pdf', 'url': 'https://www.dongguk.edu/cmmn/fileDown.do?filename=%28%ED%95%99%EC%83%9D%EC%9A%A9%29%EC%A7%80%EA%B8%89%EC%9A%94%EC%B2%AD%EC%84%9C%20%EC%9E%91%EC%84%B1%20%EB%A7%A4%EB%89%B4%EC%96%BC.pdf&filepath=/files/article/JANGHAKNOTICE/26762681/&filerealname=7F10EE80E0DB4450B006B427C07A69DD.pdf'}]",notices,1
3544519055b01a9406c9976665b38a26c60fa013,"[2026년 삼성드림클래스 대학생멘토 선발 공고(홍보)]

※ 선발공고 링크: https: / / www. dreamclass. org/ app/ selection/ noticeList. do",2026년 삼성드림클래스 대학생멘토 선발 공고(홍보),장학공지,2025-11-25,https://www.dongguk.edu/article/JANGHAKNOTICE/detail/26762680,[],notices,2
7f45f9ff6b9175c5034cc778eb5a11b073fddc68,"[[지리교육과] 제44회 동국대학교 지리교육과 답사사진전]

안녕하십니까.
제57대 지리교육과 학생회'새녘'입니다. 🌄 한 해의 끝자락에서 2025년을 마무리하며 제44회 지리교육과 답사사진전을 개최합니다.
올해는 40년 넘게 이어온 학과의 전통을 더 넓은 세상으로 확장하려 합니다.
재학생과 교수님, 동문 선배님이 함께 포착한 지리적 가치를 전공의 경계를 넘어 일반 시민들과도 폭넓게 나누는 자리를 마련했습니다. 📍전시기간 • 2025.
11.
28(금)~ 11.",[지리교육과] 제44회 동국대학교 지리교육과 답사사진전,행사공지,2025-11-25,https://www.dongguk.edu/article/BUDDHISTEVENT/detail/26762682,[],notices,3
328519379fc2aae44b7d22d4f6bbe2973c54b690,"[[지리교육과] 제44회 동국대학교 지리교육과 답사사진전]

11.
28(금)~ 11.
30(일)- 금, 토: 11: 00~18: 00 운영 - 일: 15: 00~18: 00 운영 📍장소 • 아트스페이스노(서울 중구 퇴계로 36나길 30 B층)📍온라인 전시 및 소식 • 홈페이지: http: / / dgugeoedu. shop/ • 인스타그램: @gongganzigi(전시 관련 공지 및 사진)사진 너머의 이야기로 연결될 여러분을 기다리며, 많은 관심과 참여 부탁드립니다.",[지리교육과] 제44회 동국대학교 지리교육과 답사사진전,행사공지,2025-11-25,https://www.dongguk.edu/article/BUDDHISTEVENT/detail/26762682,[],notices,3
2e0aef9fd2f5484d22342cbac35d3b9c0ae0d432,"[공지 (예산)수덕사 지역미래불자육성장학 장학생 선발 안내]

1.
장학명: (예산)수덕사 지역미래불자육성장학 2.
후원사찰: (예산)수덕사 3.
장학금: 100만원(생활비성)※ 타 불교계장학 이중수혜 불가(2025학년도)(동국건학장학, 총무원장학, 인서장학, 불교청년지도자육성장학, 월드머시코리아 장학, 지역미래불자육성장학(제 119회 제외))4.
선발 인원: 10명 5.
지원 자격 ① 2025학년도 2학기 재학생 으로서 충청남도 예산/ 당진/ 홍성/ 서산/ 태안 지역 주소지 또는 해당 지역 고교 출신 학생 ② 불교동아리 부원이거나 가입 예정 인 학생 6.",공지 (예산)수덕사 지역미래불자육성장학 장학생 선발 안내,장학공지,2025-11-25,https://www.dongguk.edu/article/JANGHAKNOTICE/detail/26762674,[],notices,4
a26ffd570104468c2436d768bf298391eb6f603f,"[공지 (예산)수덕사 지역미래불자육성장학 장학생 선발 안내]

신청방법: [nDRIMS 접속 ] → [ 왼쪽상단 ] → [ 학생신청 ] 신청함 → [ 장학 ] 장학신청(교외)→ [ 장학명 ] → [‘ 수덕사 ’ 지역미래불자육성장학 ] 선택 → [ 자기소개서 작성 ] → [ 저장 ] → [ 제출 ] 7.
신청기한: ~11.
30. (일)23: 59까지 8.
장학생 주요 의무 사항 - 교내 장학증서 수여식 참석(12.
17. (수)14시 예정)- 감사편지 작성 및 불교동아리 활동 9.
합격자 발표: 합격생에게만 개별 통보 10.",공지 (예산)수덕사 지역미래불자육성장학 장학생 선발 안내,장학공지,2025-11-25,https://www.dongguk.edu/article/JANGHAKNOTICE/detail/26762674,[],notices,4
